Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Toyota,Yaris,1.0,Petrol,1994,231822,855
Ford,Mondeo,1.8,Diesel,1998,222857,2118
VW,Polo,1.2,Petrol,2020,20308,23578
Ford,Focus,1.0,Petrol,1993,162645,1837
Toyota,Prius,1.4,Hybrid,1996,140408,3970
Ford,Fiesta,1.4,Diesel,2018,26290,22054
VW,Passat,1.6,Diesel,1996,114613,4581
Toyota,RAV4,2.2,Hybrid,1993,216378,2503
VW,Polo,1.2,Petrol,2003,82980,5129
Ford,Fiesta,1.2,Petrol,2017,32287,17578
Ford,Fiesta,1.4,Petrol,2012,106863,8281
Ford,Mondeo,1.4,Hybrid,2013,70257,19775
Toyota,Prius,1.8,Hybrid,2019,15455,48821
Ford,Focus,2.0,Diesel,2003,73273,10501
Ford,Fiesta,1.0,Petrol,1994,211789,885
Toyota,Yaris,1.4,Hybrid,1995,293803,728
Toyota,RAV4,2.2,Hybrid,2008,66747,22389
Ford,Focus,1.0,Diesel,2002,87938,6276
VW,Passat,1.8,Diesel,2010,105618,13220
Toyota,RAV4,2.2,Hybrid,2013,47040,35436
Ford,Mondeo,2.0,Diesel,2000,128196,5700
Ford,Fiesta,1.4,Petrol,2004,139648,3769
Ford,Fiesta,1.0,Petrol,1992,245896,568
Porsche,911,2.6,Petrol,2007,99900,29060
BMW,X3,2.4,Petrol,2001,122312,7783
Ford,Focus,1.8,Petrol,1995,148206,3174
BMW,X3,2.4,Diesel,2002,144090,7353
Toyota,Yaris,1.4,Hybrid,2003,72868,8040
BMW,Z4,2.0,Petrol,2020,20213,47489
Ford,Fiesta,1.2,Petrol,2020,12226,24000
BMW,M5,4.0,Petrol,2006,85826,31529
Toyota,Yaris,1.2,Hybrid,1994,102277,3319
VW,Passat,1.4,Diesel,1991,144335,2432
Toyota,RAV4,2.2,Hybrid,1992,39695,9136
VW,Polo,2.0,Petrol,2000,168776,2786
VW,Golf,1.4,Petrol,2019,30037,26768
VW,Polo,1.6,Petrol,1990,166761,1301
VW,Polo,1.6,Diesel,2015,65772,15554
VW,Golf,1.4,Petrol,1990,110619,2262
VW,Passat,2.0,Petrol,2018,38544,35492
Toyota,RAV4,2.0,Hybrid,1996,76515,8982
BMW,Z4,2.0,Petrol,2002,158420,5414
Toyota,Prius,1.4,Hybrid,2012,87005,17275
Ford,Fiesta,1.2,Petrol,2012,65479,10254
Ford,Fiesta,1.4,Petrol,1995,141992,2030
Ford,Focus,1.8,Diesel,2007,168655,6260
VW,Passat,1.4,Petrol,2002,159353,4263
BMW,Z4,3.0,Petrol,2000,223805,3286
VW,Passat,2.0,Diesel,2007,126066,9765
VW,Golf,1.8,Petrol,1996,127956,3350
VW,Golf,1.2,Petrol,2016,29546,20347
Ford,Focus,1.6,Petrol,1999,161633,3497
Ford,Mondeo,1.8,Petrol,2016,41037,27479
Ford,Focus,2.0,Petrol,2010,44850,19147
VW,Polo,1.0,Petrol,2003,79639,4792
Toyota,RAV4,2.4,Hybrid,2011,65347,28827
VW,Golf,2.0,Petrol,2004,122878,6263
VW,Golf,1.4,Petrol,2005,82967,7514
Ford,Focus,1.4,Diesel,2014,48582,21463
Toyota,Yaris,1.0,Hybrid,2017,38046,21555
Ford,Mondeo,2.0,Diesel,1987,177441,1599
Toyota,RAV4,2.2,Petrol,2021,6722,63255
Ford,Focus,2.0,Petrol,1997,135980,4218
VW,Golf,2.0,Petrol,1999,197359,2418
BMW,X3,2.0,Diesel,1996,98832,6376
Ford,Fiesta,1.0,Petrol,2020,20885,20906
BMW,X3,3.0,Diesel,2010,79143,22834
VW,Passat,2.0,Diesel,2015,64269,25976
Ford,Fiesta,1.0,Petrol,2005,92691,4868
VW,Passat,2.0,Diesel,1993,102211,4601
VW,Polo,2.0,Petrol,2000,142031,3474
Ford,Mondeo,1.6,Diesel,2001,131662,5304
Porsche,Cayenne,3.0,Petrol,2005,27000,29496
VW,Polo,1.6,Petrol,1997,164943,2107
BMW,M5,4.4,Petrol,2017,19661,104301
Ford,Mondeo,1.8,Diesel,1992,276827,862
BMW,Z4,3.0,Petrol,2002,91661,11128
Ford,Fiesta,1.4,Petrol,2004,131709,4015
BMW,X3,3.0,Diesel,2006,33212,23426
VW,Golf,1.6,Diesel,2006,87979,8704
Toyota,Prius,1.4,Hybrid,1994,216335,1816
VW,Passat,1.6,Diesel,2004,125174,7201
VW,Golf,2.0,Petrol,1990,238774,915
BMW,Z4,2.4,Petrol,2020,22337,51414
Ford,Mondeo,1.8,Diesel,2013,69648,19700
Ford,Fiesta,1.0,Petrol,2005,66193,5842
BMW,Z4,2.0,Petrol,2004,144756,6919
Ford,Mondeo,1.4,Diesel,2013,47829,19989
VW,Golf,1.6,Petrol,2012,69864,14007
Ford,Focus,1.6,Diesel,2015,36444,26395
Toyota,Prius,1.0,Hybrid,2004,96782,7987
Ford,Mondeo,1.4,Diesel,2004,154238,5051
Ford,Focus,1.4,Diesel,1994,192946,1883
Ford,Fiesta,1.2,Petrol,2021,11896,25699
Toyota,RAV4,2.4,Hybrid,2018,33046,56168
VW,Passat,1.6,Diesel,1994,233467,1467
Toyota,Prius,1.0,Hybrid,2007,21621,15809
VW,Golf,1.2,Petrol,2014,62152,14584
Ford,Fiesta,1.0,Petrol,1997,129849,2159
Ford,Fiesta,1.0,Petrol,2004,98370,4371
Ford,Fiesta,1.4,Petrol,1991,217006,818
Ford,Mondeo,1.4,Diesel,2015,60868,21031
VW,Passat,2.0,Diesel,1990,222080,1393
BMW,M5,4.0,Petrol,1988,184921,4337
Toyota,RAV4,2.2,Hybrid,1998,178398,4875
Toyota,Prius,1.0,Hybrid,2005,169350,4816
Toyota,RAV4,2.4,Hybrid,1998,173853,5293
Ford,Focus,1.6,Petrol,2007,85963,10700
Toyota,Yaris,1.0,Petrol,1984,254125,357
VW,Golf,1.8,Petrol,2005,52203,10446
Toyota,RAV4,1.8,Hybrid,2013,47484,31965
VW,Passat,1.4,Diesel,2013,60208,19529
Ford,Mondeo,1.8,Diesel,1996,186477,2558
VW,Passat,1.6,Diesel,2014,35934,25928
BMW,M5,5.0,Petrol,1995,139315,11312
Ford,Focus,1.4,Petrol,1992,263954,825
Ford,Mondeo,1.8,Diesel,2002,114102,6888
Ford,Fiesta,1.4,Petrol,1992,74398,2750
Toyota,Prius,1.4,Hybrid,2016,38772,30883
Ford,Mondeo,2.0,Diesel,2015,69964,23677
Toyota,Prius,1.8,Hybrid,2015,59217,28860
VW,Passat,2.0,Diesel,2015,51841,28130
Toyota,RAV4,1.8,Hybrid,2006,130111,11185
Ford,Focus,1.8,Diesel,1998,169789,3402
VW,Passat,1.6,Petrol,2014,54541,22039
Ford,Focus,1.6,Petrol,1992,96449,3652
Ford,Mondeo,1.8,Diesel,2007,55720,14460
VW,Golf,1.6,Diesel,1990,217343,1043
BMW,X3,3.0,Diesel,1992,208500,2438
VW,Golf,1.8,Petrol,2015,58573,19540
VW,Golf,1.2,Hybrid,1996,181566,2111
Toyota,RAV4,1.8,Petrol,2018,38630,39225
Ford,Mondeo,1.8,Diesel,1989,93625,3368
Porsche,911,2.6,Petrol,2015,51101,69012
Ford,Focus,1.4,Petrol,2013,75353,16069
Ford,Fiesta,1.4,Petrol,1993,241045,751
Ford,Focus,1.0,Petrol,1995,241575,1047
BMW,X3,3.0,Petrol,2014,54556,33403
Ford,Fiesta,1.0,Petrol,2010,69191,7993
VW,Passat,1.8,Diesel,1991,129570,3102
VW,Passat,2.0,Petrol,1998,115864,5521
VW,Golf,1.4,Petrol,1986,166292,1111
BMW,X3,2.4,Diesel,2007,102669,14140
Toyota,Prius,1.8,Hybrid,2008,118263,11920
Toyota,Yaris,1.2,Hybrid,1995,144453,2560
Porsche,Cayenne,4.0,Petrol,1990,129210,6237
Ford,Fiesta,1.0,Petrol,2014,59704,11105
Ford,Focus,1.0,Diesel,1988,210053,917
VW,Passat,1.8,Diesel,2009,70299,15872
Toyota,Yaris,1.2,Petrol,2010,72614,9908
Ford,Focus,2.0,Petrol,2014,47635,24575
Ford,Fiesta,1.2,Petrol,1989,345729,197
Porsche,718 Cayman,4.0,Petrol,1997,221752,3827
Ford,Fiesta,1.0,Petrol,1995,201347,1038
BMW,X3,2.0,Petrol,1994,155853,3406
Porsche,911,3.0,Petrol,1994,147408,9083
VW,Golf,2.0,Petrol,1991,226200,1096
Ford,Focus,1.4,Petrol,2006,60784,11100
VW,Golf,1.4,Petrol,1996,116207,3235
VW,Golf,2.0,Petrol,2004,144855,5262
VW,Polo,2.0,Petrol,2020,25815,29520
Toyota,RAV4,1.8,Hybrid,2019,31799,52374
BMW,M5,5.0,Petrol,1995,248220,4385
Toyota,Yaris,1.2,Hybrid,2011,61957,13639
VW,Polo,2.0,Petrol,1993,323325,424
Toyota,Yaris,1.0,Petrol,2006,123403,4791
VW,Passat,1.4,Diesel,2004,141339,5927
Ford,Fiesta,1.2,Petrol,2011,93317,7919
Ford,Focus,1.4,Diesel,2017,40303,27572
Porsche,911,2.6,Petrol,1987,117343,6723
VW,Polo,1.2,Diesel,2009,87576,7780
Toyota,RAV4,2.2,Hybrid,1989,233708,1639
Ford,Fiesta,1.4,Petrol,2005,78154,6378
Porsche,718 Cayman,2.4,Petrol,2005,85895,15315
VW,Passat,1.4,Petrol,2012,100373,13188
Ford,Fiesta,1.2,Petrol,1993,164094,1371
Ford,Focus,2.0,Petrol,2016,32125,30812
VW,Polo,1.2,Petrol,1991,210731,822
Ford,Fiesta,1.0,Petrol,1996,269140,598
Toyota,Yaris,1.4,Petrol,1999,126320,3475
Ford,Focus,2.0,Diesel,1992,292859,788
VW,Polo,1.0,Diesel,2003,151519,2917
VW,Polo,1.4,Petrol,1991,239878,682
VW,Polo,1.4,Petrol,2018,28434,21296
VW,Passat,2.0,Diesel,2012,82071,18859
Toyota,Prius,1.8,Hybrid,2007,140612,9358
Ford,Focus,1.8,Petrol,2003,83331,8854
BMW,Z4,3.0,Petrol,2017,45299,41160
Ford,Fiesta,1.4,Petrol,2005,126354,4476
Ford,Mondeo,1.4,Diesel,2019,20183,35045
VW,Polo,1.6,Petrol,2007,44270,9959
VW,Polo,1.4,Petrol,2016,38492,17576
Toyota,Yaris,1.4,Hybrid,2003,124986,5501
Ford,Mondeo,1.4,Diesel,2019,13464,36345
BMW,M5,4.4,Petrol,2008,90342,36597
Ford,Mondeo,1.8,Diesel,2014,32513,26556
BMW,X3,2.0,Diesel,2000,95496,8529
VW,Passat,1.6,Diesel,1988,272992,682
Toyota,Prius,1.8,Hybrid,1994,224933,1906
Toyota,Yaris,1.4,Hybrid,2005,34070,11731
VW,Polo,1.2,Diesel,2018,28883,20649
Toyota,RAV4,2.2,Hybrid,2020,21299,65683
Toyota,RAV4,1.8,Petrol,1999,181731,3817
Toyota,Prius,1.0,Hybrid,2022,4983,46960
Ford,Mondeo,1.8,Petrol,2020,7226,43354
Ford,Mondeo,1.8,Diesel,1993,198246,1890
Porsche,911,2.2,Petrol,2002,94293,19948
VW,Golf,1.6,Petrol,2001,138777,4046
VW,Golf,1.2,Petrol,2002,146912,3508
VW,Polo,2.0,Diesel,2021,15047,35157
Toyota,Prius,1.0,Hybrid,1991,252160,906
Toyota,RAV4,2.2,Hybrid,1988,238198,1471
BMW,M5,4.4,Petrol,2001,64496,27389
Ford,Focus,1.0,Petrol,2004,172128,3532
Ford,Focus,2.0,Petrol,2015,8438,32839
Ford,Mondeo,2.0,Diesel,1997,67523,7248
VW,Passat,2.0,Diesel,2006,115468,9912
Toyota,Prius,1.0,Hybrid,2009,94777,11309
VW,Passat,1.8,Diesel,2013,55160,22872
Ford,Fiesta,1.0,Petrol,1998,119092,2509
Toyota,RAV4,2.0,Hybrid,2010,82019,21993
Ford,Focus,2.0,Diesel,2005,116971,8757
Ford,Fiesta,1.0,Petrol,2011,29010,10961
Toyota,Prius,1.4,Hybrid,2005,138859,7325
Ford,Fiesta,1.0,Petrol,2012,81038,8427
Ford,Mondeo,1.8,Diesel,1992,138511,2924
Ford,Fiesta,1.4,Petrol,2014,68113,12436
Ford,Focus,1.6,Diesel,2016,50049,25980
VW,Polo,1.6,Diesel,2005,141006,4592
Ford,Focus,1.6,Diesel,2006,78518,11069
Ford,Focus,1.8,Diesel,1994,178656,2416
Toyota,RAV4,1.8,Hybrid,1994,146736,4400
Ford,Focus,1.8,Petrol,1988,171552,1639
VW,Polo,1.2,Petrol,2010,34838,11146
Ford,Fiesta,1.2,Petrol,2008,27601,9910
VW,Golf,1.8,Petrol,2005,94124,7873
Ford,Focus,1.0,Diesel,1990,189169,1260
Toyota,Prius,1.4,Hybrid,1991,300365,681
Ford,Focus,1.0,Diesel,1988,300685,396
BMW,M5,4.0,Petrol,2005,116396,23575
VW,Passat,1.4,Diesel,2008,100427,10602
Porsche,718 Cayman,2.0,Petrol,2007,148504,9914
BMW,X3,2.4,Petrol,1995,152827,4089
Toyota,RAV4,2.4,Hybrid,2011,47648,32270
Ford,Fiesta,1.4,Petrol,1990,210841,809
VW,Polo,1.4,Petrol,2012,78695,10400
BMW,Z4,2.4,Petrol,2013,86525,21493
VW,Golf,2.0,Diesel,1993,304819,631
Toyota,Prius,1.0,Hybrid,1997,148974,3346
Ford,Mondeo,2.0,Hybrid,1993,222869,1828
Toyota,Yaris,1.4,Hybrid,2001,168788,3373
Toyota,Prius,1.8,Hybrid,2002,164915,5491
VW,Golf,1.6,Diesel,2006,127928,6461
Ford,Focus,1.4,Petrol,2017,40325,26255
Ford,Fiesta,1.0,Petrol,2009,129125,4833
BMW,M5,5.0,Petrol,1996,246122,4779
Ford,Fiesta,1.2,Hybrid,1990,185884,1119
Toyota,Prius,1.4,Hybrid,2002,13079,14039
VW,Polo,1.2,Petrol,1993,210314,943
VW,Polo,1.0,Petrol,1989,195169,754
VW,Golf,2.0,Petrol,2020,19912,36203
VW,Golf,1.8,Diesel,1997,258248,1214
Toyota,Yaris,1.0,Hybrid,1996,200264,1556
Toyota,Prius,1.8,Hybrid,2010,104097,15152
Porsche,718 Cayman,2.4,Petrol,1990,154631,3325
Ford,Fiesta,1.0,Petrol,2002,143570,2701
Ford,Focus,2.0,Petrol,1996,219893,1929
Porsche,911,3.0,Petrol,2012,82958,49165
VW,Polo,2.0,Petrol,2017,43767,21755
VW,Polo,1.6,Petrol,1997,164739,2111
Toyota,Yaris,1.2,Hybrid,2020,25461,31019
Ford,Fiesta,1.4,Petrol,2018,46998,18586
Toyota,RAV4,1.8,Petrol,2021,14586,54895
Toyota,Yaris,1.0,Petrol,1991,198986,940
Toyota,Yaris,1.0,Petrol,2006,125351,4719
Ford,Fiesta,1.2,Petrol,2005,156030,3264
VW,Golf,1.6,Petrol,2009,104130,9009
VW,Passat,1.4,Petrol,2018,23014,32475
Ford,Fiesta,1.4,Petrol,1998,181736,1780
Ford,Focus,1.0,Petrol,1995,226390,1203
Ford,Mondeo,1.8,Diesel,2009,108566,11452
Toyota,Prius,1.8,Hybrid,1993,125157,4158
VW,Polo,1.4,Petrol,1992,26486,3804
Toyota,RAV4,2.0,Hybrid,2016,50390,40419
Ford,Fiesta,1.2,Petrol,2005,88090,5510
Toyota,Prius,1.4,Hybrid,2002,118216,7049
Toyota,RAV4,2.4,Hybrid,2022,3055,86353
Toyota,Prius,1.4,Hybrid,2019,32122,39224
VW,Golf,2.0,Petrol,2014,49128,20453
BMW,M5,4.4,Petrol,2017,50469,87056
BMW,X3,2.4,Diesel,2003,120098,9498
VW,Golf,1.8,Hybrid,1999,35999,9273
Ford,Focus,2.0,Petrol,2011,102350,13883
BMW,X3,2.4,Diesel,1998,177216,4274
VW,Passat,1.8,Diesel,1986,238266,874
Ford,Mondeo,1.6,Hybrid,1999,125550,5565
Toyota,RAV4,2.4,Petrol,2010,85207,19635
BMW,X3,2.0,Diesel,2005,136486,8715
VW,Polo,1.4,Petrol,1986,239656,490
VW,Polo,1.4,Petrol,2018,18978,22452
Toyota,Yaris,1.4,Hybrid,1988,212558,969
BMW,Z4,2.0,Petrol,2015,41052,30179
Toyota,Yaris,1.2,Hybrid,2015,61933,17810
VW,Polo,1.6,Petrol,1987,215251,698
Porsche,Cayenne,2.6,Petrol,2008,67376,26159
Ford,Focus,1.0,Diesel,2022,7311,39109
Ford,Fiesta,1.4,Petrol,1996,209629,1220
Ford,Focus,1.4,Petrol,1996,159679,2722
VW,Golf,1.6,Petrol,1995,210460,1475
VW,Polo,1.4,Petrol,1997,264661,809
Toyota,RAV4,1.8,Hybrid,2005,126320,10779
VW,Polo,1.6,Petrol,2011,69782,11048
Ford,Mondeo,1.4,Diesel,1991,209804,1317
Toyota,Yaris,1.4,Petrol,1991,168175,1450
Toyota,RAV4,2.4,Petrol,1997,210813,2989
VW,Passat,1.4,Diesel,1993,57582,5235
Porsche,Cayenne,3.0,Petrol,1993,182287,4258
Toyota,Yaris,1.2,Petrol,2002,95605,4950
Porsche,911,3.5,Petrol,2012,83814,52788
Toyota,Prius,1.4,Hybrid,2009,84188,14426
BMW,X3,2.4,Petrol,1988,190275,1867
VW,Polo,2.0,Petrol,1994,179954,1698
Toyota,RAV4,2.2,Hybrid,2022,2979,82709
Toyota,RAV4,1.8,Hybrid,1989,128846,3637
BMW,M5,4.4,Petrol,2012,89025,48230
Toyota,Yaris,1.0,Hybrid,2006,102781,6719
Ford,Mondeo,1.4,Diesel,1991,246489,944
BMW,X3,2.4,Petrol,2011,45069,25947
VW,Polo,1.0,Petrol,2005,69793,5854
Toyota,Prius,1.0,Hybrid,2004,97757,7930
Ford,Mondeo,1.8,Diesel,2012,91370,15861
Ford,Mondeo,2.0,Petrol,2004,121672,7457
VW,Passat,2.0,Diesel,2007,70156,14656
Ford,Mondeo,1.6,Diesel,2005,125706,7255
Porsche,Cayenne,3.0,Petrol,1995,203511,4042
Ford,Fiesta,1.2,Petrol,2017,38907,16906
VW,Passat,1.4,Diesel,2014,28166,25370
Ford,Focus,1.8,Petrol,2012,62717,18542
VW,Polo,1.6,Petrol,2003,94969,5440
Toyota,Prius,1.4,Hybrid,1988,185189,1602
Ford,Focus,2.0,Petrol,2006,117804,8858
Ford,Mondeo,2.0,Diesel,1987,267528,710
BMW,X3,2.4,Diesel,2002,99245,10389
Toyota,Yaris,1.2,Hybrid,1998,169145,2549
Ford,Focus,1.8,Petrol,2017,19455,33560
VW,Passat,1.4,Diesel,2018,38356,31214
VW,Golf,1.2,Hybrid,2007,94072,8817
VW,Golf,1.6,Diesel,2004,188728,3417
Ford,Fiesta,1.0,Petrol,1993,59285,2746
VW,Polo,1.0,Petrol,2001,150219,2457
VW,Polo,1.6,Petrol,1995,124887,2550
Ford,Mondeo,1.8,Diesel,1993,227101,1460
VW,Passat,1.8,Diesel,2013,55416,22834
Ford,Mondeo,1.6,Diesel,1988,141922,2054
Toyota,Yaris,1.2,Petrol,2015,50329,15980
BMW,M5,4.0,Petrol,2018,27778,101587
VW,Passat,1.4,Diesel,2004,127901,6594
Toyota,Yaris,1.2,Hybrid,1999,105845,4512
VW,Golf,1.6,Diesel,2009,66799,12289
VW,Golf,2.0,Hybrid,1991,216281,1439
Ford,Mondeo,1.6,Diesel,1989,293643,568
VW,Passat,1.6,Diesel,2019,17584,40149
Ford,Mondeo,1.6,Diesel,2016,47643,26130
Ford,Mondeo,1.6,Diesel,2017,49130,27675
Ford,Focus,1.6,Petrol,2015,46483,23663
VW,Golf,1.2,Diesel,2011,6000,17401
BMW,Z4,2.0,Petrol,1997,185627,3080
Ford,Focus,1.4,Petrol,1992,100469,3318
Toyota,Prius,1.4,Hybrid,2019,15164,43123
VW,Golf,1.2,Petrol,2005,139351,4554
Ford,Fiesta,1.4,Petrol,2013,77446,10925
VW,Polo,2.0,Petrol,2002,113674,4955
Ford,Mondeo,1.4,Diesel,2008,106041,9628
Ford,Mondeo,2.0,Hybrid,1997,185091,3334
Ford,Fiesta,1.4,Petrol,2014,60426,13079
Ford,Focus,1.6,Diesel,2005,83831,9981
Ford,Focus,1.6,Petrol,2005,163482,5137
Toyota,RAV4,2.2,Hybrid,1996,119185,6911
VW,Polo,1.4,Petrol,2010,50248,10967
Ford,Mondeo,1.8,Diesel,2010,133958,10066
Ford,Focus,1.4,Petrol,2003,110362,6420
Toyota,Yaris,1.0,Hybrid,1997,83803,4225
Ford,Focus,1.6,Petrol,2012,83267,15218
Ford,Mondeo,1.6,Hybrid,2021,10774,51468
Porsche,718 Cayman,2.4,Petrol,2007,14622,27260
BMW,X3,2.0,Diesel,2013,52209,27189
Toyota,Prius,1.8,Hybrid,2000,86609,8826
Toyota,Yaris,1.2,Petrol,1989,178438,1077
Toyota,Yaris,1.4,Petrol,2020,23141,28285
Ford,Fiesta,1.0,Petrol,2001,96281,3633
Ford,Mondeo,1.8,Petrol,2022,4756,50172
VW,Polo,2.0,Petrol,2022,1197,38466
Toyota,Prius,1.4,Hybrid,2009,91281,13721
Ford,Mondeo,1.4,Diesel,2014,75525,17850
Ford,Fiesta,1.2,Petrol,2016,41851,15539
Porsche,Cayenne,3.0,Petrol,2014,66058,42287
VW,Golf,1.4,Petrol,2005,78974,7724
Toyota,RAV4,2.0,Hybrid,2003,46170,17439
Ford,Fiesta,1.2,Petrol,2021,14797,25305
Toyota,RAV4,2.0,Petrol,1999,109963,7193
VW,Golf,1.8,Diesel,1995,102005,4007
Ford,Mondeo,1.6,Diesel,1993,193686,1854
Ford,Focus,2.0,Diesel,2007,121968,9629
BMW,Z4,3.0,Petrol,2006,95551,14129
Toyota,RAV4,2.4,Hybrid,2018,30804,56902
Toyota,RAV4,1.8,Hybrid,2017,19669,49082
Toyota,Yaris,1.2,Petrol,1996,187067,1595
Toyota,Prius,1.0,Hybrid,1999,157238,3572
VW,Passat,1.6,Diesel,1992,202252,1700
VW,Passat,1.6,Petrol,1996,231334,1628
VW,Golf,1.2,Diesel,2011,6000,17401
VW,Golf,1.8,Petrol,2008,106824,8762
Porsche,718 Cayman,2.0,Petrol,2016,31861,41186
Ford,Mondeo,2.0,Diesel,2010,137515,10315
BMW,X3,3.0,Diesel,2007,95953,16603
VW,Golf,2.0,Petrol,2007,140915,6635
Ford,Focus,2.0,Petrol,2005,65900,12003
Ford,Focus,1.0,Diesel,1995,249821,1019
VW,Passat,1.6,Diesel,2008,106179,10863
Ford,Focus,1.0,Diesel,2008,78863,9975
Porsche,Cayenne,3.5,Petrol,2004,162283,11347
Ford,Mondeo,1.4,Hybrid,1998,183869,3013
BMW,X3,2.0,Diesel,1988,172470,2086
Ford,Focus,2.0,Diesel,1991,300022,689
Toyota,Prius,1.8,Hybrid,2009,105338,14045
BMW,Z4,3.0,Petrol,2016,45143,38542
VW,Passat,1.4,Diesel,2017,59397,25631
Toyota,Yaris,1.2,Hybrid,1993,177936,1695
Toyota,Prius,1.8,Hybrid,2001,136206,6497
Ford,Fiesta,1.0,Petrol,2022,4281,26091
VW,Polo,1.0,Petrol,1997,151306,1865
VW,Passat,1.6,Diesel,1987,203104,1209
Ford,Fiesta,1.2,Petrol,2012,94573,8389
BMW,X3,2.4,Diesel,2007,82607,16325
VW,Polo,1.6,Petrol,1994,177071,1557
Toyota,Yaris,1.0,Hybrid,1991,58896,3347
Toyota,RAV4,2.0,Hybrid,2012,86082,24427
VW,Golf,1.8,Petrol,2005,126295,6184
VW,Passat,1.4,Diesel,2017,29794,30699
BMW,X3,2.4,Diesel,2013,21215,35767
Ford,Fiesta,1.4,Petrol,1998,127571,2780
VW,Golf,1.8,Petrol,2013,30034,20346
VW,Passat,1.6,Diesel,2010,93031,13663
VW,Polo,1.2,Petrol,1988,298420,299
Toyota,RAV4,1.8,Petrol,2013,33560,28958
Ford,Focus,1.6,Petrol,2006,136022,6873
Toyota,RAV4,2.4,Hybrid,2021,20183,73786
VW,Passat,1.6,Diesel,1993,292386,792
BMW,Z4,2.0,Petrol,2018,41059,36859
VW,Polo,1.4,Petrol,1987,164485,1016
VW,Passat,1.8,Diesel,2004,143806,6588
Ford,Fiesta,1.4,Petrol,1996,111587,2751
VW,Golf,1.8,Diesel,2010,103559,10770
BMW,M5,4.0,Petrol,1999,101147,17712
VW,Polo,1.0,Petrol,1995,139939,1790
VW,Passat,1.6,Diesel,2018,22758,36505
Ford,Fiesta,1.4,Petrol,1991,91827,2279
BMW,Z4,2.4,Petrol,1999,122519,6477
Toyota,Yaris,1.4,Petrol,1993,183616,1453
Toyota,RAV4,2.4,Hybrid,2019,23825,63284
Toyota,Yaris,1.0,Petrol,1989,156384,1184
VW,Polo,1.2,Petrol,2016,45467,15602
VW,Golf,2.0,Petrol,1992,306535,553
VW,Polo,1.2,Petrol,2007,131501,4667
VW,Golf,2.0,Diesel,1996,151084,3081
Ford,Mondeo,1.8,Diesel,2001,128895,5749
VW,Golf,1.4,Petrol,2009,124832,7203
BMW,Z4,2.4,Petrol,1998,179748,3794
Ford,Fiesta,1.2,Petrol,1991,132929,1547
BMW,Z4,2.2,Petrol,2006,85571,12991
Ford,Focus,1.4,Diesel,2017,23255,30431
Ford,Focus,1.4,Petrol,2012,34122,19516
Toyota,Yaris,1.0,Petrol,1999,68932,4453
Ford,Focus,1.6,Petrol,1988,144591,1932
Toyota,Yaris,1.4,Petrol,1992,253268,727
Toyota,Prius,1.0,Hybrid,2007,119633,8225
Toyota,RAV4,1.8,Hybrid,2012,105528,20136
Porsche,718 Cayman,4.0,Petrol,2011,88924,28873
Ford,Focus,2.0,Petrol,2012,59572,19947
Toyota,RAV4,1.8,Hybrid,2008,107912,15151
Toyota,RAV4,2.2,Hybrid,2013,24585,40442
BMW,Z4,2.2,Petrol,1990,99985,4032
BMW,X3,3.0,Diesel,2012,49271,31729
Toyota,Yaris,1.2,Hybrid,2002,86341,6346
VW,Golf,1.6,Petrol,1990,83924,2935
VW,Golf,1.2,Petrol,2005,136473,4660
Toyota,Prius,1.8,Hybrid,2017,49093,35155
Toyota,Prius,1.4,Hybrid,1990,166371,2149
Toyota,Yaris,1.0,Hybrid,2001,82865,5553
VW,Passat,1.4,Diesel,2003,39080,11433
VW,Golf,1.2,Petrol,2008,89951,8089
VW,Passat,1.8,Diesel,2006,155609,6836
VW,Passat,2.0,Diesel,2022,5020,58588
VW,Polo,1.0,Petrol,1999,139655,2342
Ford,Mondeo,1.6,Diesel,1998,20424,9226
Toyota,Prius,1.0,Hybrid,2013,98974,14323
Toyota,Yaris,1.4,Petrol,2007,67769,9051
Ford,Mondeo,1.4,Diesel,2002,89069,7300
VW,Polo,1.2,Petrol,2001,214905,1543
Ford,Fiesta,1.0,Petrol,2007,114544,4733
Ford,Fiesta,1.2,Petrol,2013,12401,15036
VW,Polo,1.0,Petrol,1993,199060,951
Toyota,Yaris,1.4,Petrol,1994,176341,1653
VW,Golf,1.2,Hybrid,2015,51104,20073
Ford,Mondeo,1.8,Diesel,1994,110044,4166
VW,Golf,2.0,Petrol,2010,52499,15339
Ford,Mondeo,1.6,Diesel,1999,107462,5589
Porsche,718 Cayman,4.0,Petrol,2007,126961,16652
Ford,Mondeo,1.4,Hybrid,2001,132922,5614
Toyota,Prius,1.0,Hybrid,1993,115295,3343
Ford,Focus,1.6,Petrol,2002,157578,4418
VW,Golf,1.2,Diesel,2013,83924,12368
Ford,Focus,1.0,Diesel,1998,185123,2224
Ford,Fiesta,1.0,Petrol,2016,57309,12886
VW,Passat,1.8,Petrol,1992,236245,1265
Ford,Fiesta,1.4,Petrol,1990,174942,1106
Ford,Mondeo,1.4,Diesel,2004,123616,6453
Toyota,RAV4,2.4,Petrol,1997,160856,4604
VW,Golf,2.0,Petrol,2002,118025,5689
Toyota,Prius,1.4,Hybrid,2007,62149,14650
Ford,Focus,1.8,Diesel,2013,85473,17840
VW,Passat,2.0,Diesel,1992,194913,2027
VW,Golf,2.0,Diesel,1995,145684,3012
